,CustomerID,Has_Transaction_Nov23_May24,Total_Spent_Nov23_May24,Total_Spent_1M,Transaction_Count_1M,Total_Spent_3M,Transaction_Count_3M,Total_Spent_6M,Transaction_Count_6M,Total_Spent_9M,Transaction_Count_9M,Total_Spent_12M,Transaction_Count_12M,Total_Spent_AllTime,Transaction_Count_AllTime,Brand Description_Anthelios,Brand Description_Bundle,Brand Description_Cicaplast,Brand Description_Eau Thermale,Brand Description_Effaclar,Brand Description_Hyalu B5,Brand Description_Lipikar,Brand Description_Niacinamide,Brand Description_Retinol LRP,Brand Description_Serozinc,Brand Description_Toleriane,Brand Description_Uvidea,Brand Description_Vitamin C,Class Description_Anti-Acne,Class Description_Anti-Ageing,Class Description_Body Care,Class Description_Bundle,Class Description_Face Care,Category_Body Care,Category_Face Care,Category_Face Care ,Category_Sun Care,Sub-Category_Body Moisturiser,Sub-Category_Body Wash,Sub-Category_Eye Cream,Sub-Category_Face Cleanser,Sub-Category_Face Mask,Sub-Category_Face Moisturiser,Sub-Category_Face Serum,Sub-Category_Sunscreen,Sub-Category_Tinted Sunscreen,Sub-Category_Toner & Mist,Skin Concern_Acne-Prone Skin,Skin Concern_Anti-Ageing,Skin Concern_Irritation-Prone Skin,Skin Concern_Pigmentation and Dark Spots,Skin Concern_Sun Protection,EAN_TolerianeMoisturiser40ml,EAN_HyaluB5Serum30ml,EAN_EffaclarMoisturiser40ml,EAN_VitaminC10Serum30ml,EAN_RetinolB3Serum30ml,EAN_EffaclarSerum30ml,EAN_AntheliosInvisibleSunscreen50ml,EAN_Pure10NiacinamideSerum,EAN_CicaplastB5BaumeBothSKUs40ml,Post Code,Brand Description_Anthelios_Output,Brand Description_Cicaplast_Output,Brand Description_Effaclar_Output,Brand Description_Hyalu B5_Output,Brand Description_Lipikar_Output,Brand Description_Toleriane_Output,Brand Description_Vitamin C_Output
606,LRP02436,1,112.34,0.0,0,0.0,0,131.84,1,131.84,1,131.84,1,210.74,2,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,3,0,1,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,6018.0,1,0,0,0,1,1,0
607,LRP02442,1,111.9,0.0,0,0.0,0,89.52,1,173.44,2,173.44,2,173.44,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
608,LRP02445,1,344.7,0.0,0,0.0,0,221.4,1,221.4,1,221.4,1,221.4,1,0,0,0,0,2,1,0,0,1,0,0,0,1,1,3,0,0,1,0,5,0,0,0,0,0,1,0,3,1,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,1,1,0,1,0
609,LRP02453,1,104.13,0.0,0,57.56,1,280.34,3,330.76,4,330.76,4,330.76,4,0,0,0,0,5,0,0,1,1,0,0,0,0,5,0,0,0,2,0,6,1,0,0,0,1,0,0,4,2,0,0,0,5,1,0,1,0,0,0,2,0,0,1,0,1,0,,0,0,1,0,0,1,0
610,LRP02457,1,70.34,0.0,0,123.34,1,235.46,2,391.95,3,447.75,4,517.15,5,1,0,5,0,0,0,6,0,0,0,0,0,1,0,1,11,0,1,7,5,0,1,4,3,0,0,3,1,1,1,0,0,0,1,11,0,1,0,0,0,1,0,0,0,0,1,,0,1,0,0,1,0,0
611,LRP02458,1,394.87,0.0,0,105.52,1,211.04,2,211.04,2,211.04,2,211.04,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,,1,0,1,0,1,0,0
612,LRP02461,1,410.01,0.0,0,115.12,1,267.72,2,267.72,2,267.72,2,267.72,2,1,0,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,1,3,0,1,1,0,0,0,0,2,1,0,1,0,3,0,1,0,1,0,0,1,0,0,1,0,0,1,,0,1,1,0,0,1,0
613,LRP02462,1,233.77,118.28,1,118.28,1,311.68,2,311.68,2,311.68,2,311.68,2,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,2,0,4,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,0,0,0,1,0,0,1,0,0,0,0,,1,1,0,0,1,1,0
614,LRP02470,1,314.21,214.2,1,214.2,1,661.63,3,828.48,4,1040.24,5,1040.24,5,2,0,4,0,8,2,0,2,0,0,1,0,2,4,4,3,0,10,3,14,2,2,3,0,1,4,0,4,7,1,1,0,8,5,4,2,2,0,2,3,2,0,0,0,2,3,,0,0,1,0,0,0,0
615,LRP02471,1,150.28,0.0,0,0.0,0,228.04,1,228.04,1,228.04,1,448.52,2,0,0,3,0,2,1,0,0,0,0,1,0,0,2,1,2,0,2,1,6,0,0,1,0,0,1,1,3,1,0,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,1
616,LRP02498,1,192.8,0.0,0,0.0,0,87.08,1,331.46,3,331.46,3,427.34,4,0,0,2,0,0,1,0,1,3,0,6,0,0,0,3,2,0,8,0,13,0,0,0,0,2,2,2,5,2,0,0,0,0,4,8,1,0,2,1,0,0,1,0,0,0,0,,1,0,0,0,0,1,0
617,LRP02500,1,199.23,0.0,0,242.68,1,328.96,2,409.85,3,409.85,3,409.85,3,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,,1,1,1,1,1,1,1
618,LRP02506,1,115.88,0.0,0,0.0,0,108.68,1,108.68,1,108.68,1,466.8,3,0,0,0,0,1,1,1,0,0,0,2,1,2,1,3,1,0,3,1,6,0,1,1,0,0,1,0,2,3,0,1,0,1,3,3,0,1,0,1,0,1,0,0,0,0,0,,1,0,1,0,0,0,0
619,LRP02508,1,71.9,0.0,0,0.0,0,302.12,3,302.12,3,374.02,4,374.02,4,3,0,0,0,0,2,0,1,1,0,0,0,0,0,3,0,0,4,0,3,1,3,0,0,0,0,0,0,4,3,0,0,0,3,0,1,3,0,2,0,0,1,0,3,1,0,,0,0,0,0,0,0,0
620,LRP02509,1,240.22,0.0,0,0.0,0,272.23,3,272.23,3,272.23,3,272.23,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,0
623,LRP02515,1,105.59,0.0,0,53.92,1,134.6,2,186.52,3,186.52,3,186.52,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2144.0,1,0,1,0,0,0,0
624,LRP02516,1,153.8,0.0,0,0.0,0,199.72,2,199.72,2,199.72,2,199.72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
625,LRP02524,1,161.8,107.08,1,218.92,2,386.87,4,471.47,6,552.09,7,836.48,10,1,0,3,0,8,0,1,0,0,0,9,0,0,8,0,4,0,10,4,17,0,1,4,0,3,1,1,11,1,1,0,0,8,0,13,0,1,4,0,1,0,0,1,1,0,3,5700.0,0,0,1,0,1,0,0
626,LRP02529,1,136.57,0.0,0,0.0,0,95.04,1,95.04,1,95.04,1,160.52,2,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,2,3,0,1,2,0,0,2,0,0,0,1,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,1,,0,1,0,0,1,1,0
627,LRP02533,1,50.9,0.0,0,0.0,0,219.73,1,219.73,1,219.73,1,219.73,1,1,0,0,0,4,0,0,0,0,1,0,0,0,4,0,1,0,1,0,5,0,1,0,0,0,0,1,2,1,0,1,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,,1,0,1,0,0,0,0
628,LRP02535,1,289.26,0.0,0,281.59,1,915.31,3,915.31,3,915.31,3,915.31,3,0,0,0,0,0,4,0,0,5,0,0,0,2,0,8,0,0,3,0,11,0,0,0,0,2,0,0,5,4,0,0,0,0,11,0,0,0,0,1,0,0,2,0,0,0,0,,0,0,0,0,0,0,0
629,LRP02537,1,67.92,55.35,1,55.35,1,151.51,2,151.51,2,151.51,2,151.51,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,3,0,0,1,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,1,1
630,LRP02539,1,190.92,266.81,1,266.81,1,778.87,3,1211.18,5,1211.18,5,1211.18,5,1,0,4,0,1,8,0,0,0,1,5,0,2,1,8,5,0,8,3,18,0,1,3,0,1,4,1,5,6,1,0,1,2,10,9,0,1,0,2,0,1,0,0,1,0,2,,0,0,0,1,1,0,0
631,LRP02540,1,56.9,0.0,0,0.0,0,119.8,1,119.8,1,119.8,1,119.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0
632,LRP02545,1,197.09,0.0,0,57.56,1,143.88,2,143.88,2,143.88,2,312.93,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,,1,0,1,0,0,0,1
633,LRP02547,1,517.81,0.0,0,0.0,0,850.25,4,850.25,4,850.25,4,850.25,4,2,0,1,0,6,2,0,1,0,0,1,0,4,4,4,0,0,9,0,14,1,2,0,0,2,2,0,6,5,0,2,0,6,6,2,1,2,0,2,2,1,0,1,0,1,0,,0,1,1,0,1,1,1
634,LRP02550,1,110.34,0.0,0,0.0,0,87.88,1,87.88,1,87.88,1,87.88,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0
635,LRP02553,1,188.85,221.8,2,352.65,3,481.33,4,481.33,4,481.33,4,719.49,6,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,0,0,6,0,6,0,1,0,0,0,0,0,1,5,0,1,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0
636,LRP02554,1,207.8,0.0,0,0.0,0,115.04,1,115.04,1,115.04,1,242.89,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0
637,LRP02556,1,197.24,71.12,1,71.12,1,314.82,3,314.82,3,314.82,3,314.82,3,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,2,0,1,1,4,0,0,1,0,0,0,1,0,2,0,0,1,1,1,3,0,0,0,0,0,1,0,1,0,0,1,,1,1,0,0,1,1,0
638,LRP02558,1,80.13,0.0,0,0.0,0,64.9,1,64.9,1,64.9,1,64.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4305.0,1,1,1,0,0,0,0
639,LRP02560,1,409.6,0.0,0,0.0,0,94.9,1,94.9,1,94.9,1,94.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0
640,LRP02561,1,145.03,0.0,0,0.0,0,108.64,1,108.64,1,108.64,1,108.64,1,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,1,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1
641,LRP02566,1,207.85,0.0,0,0.0,0,151.85,1,151.85,1,151.85,1,151.85,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,0,0,1
642,LRP02567,1,52.92,0.0,0,0.0,0,186.2,2,186.2,2,186.2,2,186.2,2,0,0,0,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,1,0,0,1,0
643,LRP02570,1,401.42,0.0,0,100.75,2,316.85,6,316.85,6,372.8,7,372.8,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0
644,LRP02571,1,105.44,0.0,0,120.8,1,292.56,2,292.56,2,367.46,3,367.46,3,3,0,1,0,2,0,0,0,1,0,1,2,0,0,0,1,0,9,0,5,0,5,0,0,1,3,1,0,0,1,4,0,2,1,2,0,5,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,1,1
645,LRP02573,1,75.9,0.0,0,0.0,0,58.41,1,58.41,1,58.41,1,58.41,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,0,0,0,0
646,LRP02582,1,93.95,0.0,0,52.92,1,147.2,2,147.2,2,147.2,2,147.2,2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,1,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
647,LRP02584,1,183.26,68.72,1,68.72,1,198.16,2,198.16,2,278.06,3,278.06,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,0
648,LRP02585,1,220.93,0.0,0,103.84,1,190.16,2,319.75,3,391.65,4,538.13,6,1,0,0,0,11,2,0,0,0,0,0,0,0,9,2,0,0,3,0,13,0,1,0,0,0,2,1,9,1,0,1,0,11,2,0,0,1,0,1,4,0,0,0,0,0,0,,0,0,1,0,0,0,0
650,LRP02608,1,325.83,192.37,2,192.37,2,368.93,4,368.93,4,458.83,5,511.45,6,2,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,7,0,6,0,2,0,0,0,1,0,5,0,1,1,0,1,0,5,0,2,0,0,0,0,0,0,1,0,0,,1,1,0,0,0,1,0
651,LRP02614,1,220.93,71.92,1,71.92,1,312.23,3,384.12,4,480.02,5,480.02,5,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,,1,0,1,0,0,1,0
652,LRP02618,1,119.85,0.0,0,57.92,1,109.13,2,109.13,2,109.13,2,109.13,2,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,,1,0,0,0,1,0,1
653,LRP02620,1,192.47,0.0,0,0.0,0,115.8,1,460.28,2,460.28,2,624.04,4,1,0,6,0,0,1,1,0,2,0,1,0,1,0,4,8,0,1,7,5,0,1,6,1,0,0,0,0,5,1,0,0,0,4,8,0,1,0,1,0,1,2,0,0,0,4,2089.0,1,0,0,0,1,1,1
654,LRP02621,1,486.21,122.1,1,243.94,2,400.5,3,570.3,4,570.3,4,854.05,7,0,0,2,0,0,0,11,1,0,0,4,0,0,0,0,13,0,5,11,7,0,0,6,5,0,0,2,4,1,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,1,1
656,LRP02629,1,222.07,177.64,1,177.64,1,297.56,2,297.56,2,297.56,2,297.56,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,3,0,0,1,0,0,0,0,1,2,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,,1,0,1,1,0,1,0
657,LRP02632,1,136.9,0.0,0,119.95,1,289.8,3,289.8,3,415.28,4,547.18,5,2,0,0,0,0,4,0,1,1,0,1,0,2,0,3,0,0,8,0,8,1,2,0,0,2,1,0,2,4,2,0,0,0,7,1,1,2,0,1,0,0,0,0,2,1,0,,0,1,0,1,0,0,1
658,LRP02634,1,1040.2,0.0,0,0.0,0,101.56,1,410.8,2,410.8,2,1056.82,4,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,8,0,5,0,3,0,0,0,0,0,5,0,2,1,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,3805.0,1,1,0,0,0,1,1
659,LRP02636,1,55.8,0.0,0,0.0,0,216.14,2,216.14,2,216.14,2,216.14,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,2,0,1,1,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0
660,LRP02638,1,98.32,0.0,0,0.0,0,95.88,1,95.88,1,95.88,1,95.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3127.0,0,1,0,0,0,1,0
661,LRP02641,1,98.88,0.0,0,115.12,1,220.6,2,220.6,2,220.6,2,220.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0
663,LRP02661,1,122.9,0.0,0,0.0,0,262.8,1,262.8,1,262.8,1,262.8,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0
664,LRP02663,1,128.84,0.0,0,239.8,1,448.4,2,448.4,2,448.4,2,448.4,2,1,0,0,0,2,1,0,0,0,0,0,1,1,2,2,0,0,2,0,4,0,2,0,0,0,0,0,1,3,1,1,0,2,2,0,0,2,0,1,0,1,0,1,1,0,0,,1,0,1,0,0,0,0
665,LRP02665,1,102.28,0.0,0,0.0,0,225.34,2,495.1,3,574.0,4,574.0,4,1,0,0,0,4,2,0,0,1,0,4,0,1,4,4,0,0,5,0,12,0,1,0,0,0,1,1,6,4,1,0,0,4,4,4,0,1,1,1,2,1,1,1,1,0,0,,0,0,1,0,1,1,0
666,LRP02667,1,56.92,57.52,1,57.52,1,188.56,2,188.56,2,188.56,2,188.56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
667,LRP02683,1,84.72,0.0,0,0.0,0,71.01,1,71.01,1,71.01,1,71.01,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,1,1
668,LRP02684,1,59.9,0.0,0,0.0,0,93.48,1,93.48,1,93.48,1,93.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
669,LRP02690,1,106.9,0.0,0,0.0,0,59.35,1,59.35,1,59.35,1,59.35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0
670,LRP02694,1,351.22,158.8,1,158.8,1,314.64,2,362.54,3,589.24,4,589.24,4,1,0,0,0,0,0,4,0,0,0,2,3,1,0,1,5,0,5,4,3,0,4,1,3,0,0,0,2,1,1,3,0,0,1,6,0,4,1,0,0,1,0,0,0,0,0,,1,0,1,0,1,1,1
671,LRP02698,1,216.14,138.64,1,196.2,2,748.97,4,748.97,4,748.97,4,748.97,4,0,0,0,1,1,2,0,1,1,0,0,0,1,1,4,0,0,2,0,6,1,0,0,0,0,0,0,2,4,0,0,1,1,4,1,1,0,0,1,0,1,1,0,0,1,0,,1,0,0,0,0,0,1
672,LRP02701,1,55.42,98.92,1,156.84,2,325.85,4,325.85,4,325.85,4,325.85,4,1,0,0,0,4,0,0,0,1,0,0,0,0,4,1,0,0,1,0,5,0,1,0,0,0,0,1,3,1,0,1,0,4,1,0,0,1,0,0,2,0,1,0,0,0,0,,0,0,1,0,0,0,0
673,LRP02705,1,226.26,92.14,1,92.14,1,310.3,3,310.3,3,370.15,4,478.71,5,1,0,3,0,1,1,0,0,0,0,0,0,1,1,2,3,0,1,3,3,0,1,3,0,0,0,0,0,3,1,0,0,1,2,3,0,1,0,1,0,1,0,1,1,0,3,,1,1,0,0,0,1,0
674,LRP02710,1,52.42,0.0,0,180.0,1,244.9,2,244.9,2,244.9,2,244.9,2,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,2,0,2,1,1,0,0,0,0,0,2,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,1
675,LRP02714,1,150.8,132.64,1,356.4,2,544.2,3,702.05,4,702.05,4,702.05,4,5,0,0,0,0,2,2,0,0,0,3,0,0,0,2,4,0,6,2,5,0,5,2,0,0,0,0,3,2,3,2,0,0,2,5,0,5,0,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0
676,LRP02717,1,494.06,0.0,0,0.0,0,306.34,3,605.76,5,605.76,5,605.76,5,1,0,1,0,2,3,0,0,1,0,1,0,2,2,5,1,0,3,0,10,0,1,0,0,1,1,1,2,5,1,0,0,2,6,2,0,1,0,2,1,1,1,1,1,0,0,,1,1,1,0,1,1,0
677,LRP02718,1,77.4,0.0,0,77.4,2,261.65,5,261.65,5,261.65,5,261.65,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
678,LRP02720,1,203.76,0.0,0,0.0,0,136.64,1,321.99,2,321.99,2,803.02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
679,LRP02721,1,162.55,208.99,1,208.99,1,408.02,4,526.37,5,526.37,5,629.45,6,0,0,0,0,0,0,0,0,1,0,11,3,1,0,0,0,0,16,0,13,0,3,0,0,2,3,0,8,0,0,3,0,0,2,11,0,3,2,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1
680,LRP02725,1,89.84,0.0,0,0.0,0,76.36,1,76.36,1,137.47,2,262.03,4,0,0,4,0,2,0,1,0,0,0,1,0,0,0,0,5,0,3,5,3,0,0,5,0,1,2,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,2,,0,0,1,0,0,0,1
681,LRP02731,1,108.9,294.88,3,294.88,3,565.0,7,620.8,8,620.8,8,620.8,8,0,0,1,0,1,1,1,1,1,0,6,2,0,1,1,2,0,10,1,10,1,2,0,1,0,2,1,4,3,0,2,1,1,2,8,1,2,1,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0
682,LRP02742,1,342.62,170.77,1,170.77,1,490.24,4,490.24,4,490.24,4,680.67,6,1,0,1,0,0,0,0,1,0,0,9,0,0,0,0,1,0,11,1,9,1,1,1,0,0,1,0,8,1,1,0,0,0,0,10,1,1,4,0,0,0,0,0,1,1,0,,0,0,0,0,1,1,0
683,LRP02746,1,101.9,173.36,1,297.21,2,400.25,3,400.25,3,400.25,3,400.25,3,2,0,0,1,3,0,0,0,0,3,0,0,0,3,0,3,0,3,0,7,0,2,0,0,0,0,0,3,0,1,1,4,6,0,1,0,2,0,0,1,0,0,0,0,0,0,,1,0,1,0,0,0,0
685,LRP02749,1,249.64,0.0,0,0.0,0,81.48,1,132.4,2,132.4,2,132.4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,1
686,LRP02760,1,121.34,0.0,0,0.0,0,104.64,1,104.64,1,104.64,1,104.64,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,1
687,LRP02763,1,391.7,0.0,0,0.0,0,165.42,2,165.42,2,165.42,2,165.42,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,7330.0,1,0,0,0,0,0,1
688,LRP02765,1,143.9,0.0,0,0.0,0,108.72,1,108.72,1,108.72,1,108.72,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0
689,LRP02770,1,63.12,0.0,0,0.0,0,105.44,1,105.44,1,105.44,1,105.44,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1
690,LRP02773,1,150.28,0.0,0,0.0,0,59.31,1,210.35,2,210.35,2,210.35,2,1,0,0,0,3,0,0,0,0,0,1,0,1,2,1,0,0,3,0,5,0,1,0,0,0,1,0,3,1,1,0,0,3,1,1,0,1,0,0,1,1,0,0,1,0,0,,0,1,1,0,0,0,0
691,LRP02783,1,149.9,0.0,0,0.0,0,360.42,3,360.42,3,360.42,3,360.42,3,1,0,1,0,0,2,1,0,0,0,3,0,1,0,2,3,0,4,2,6,0,1,2,0,1,0,0,1,4,1,0,0,0,3,5,0,1,0,1,0,1,0,0,0,0,1,,0,1,1,1,0,0,0
693,LRP02789,1,209.55,0.0,0,130.8,1,222.68,2,336.17,4,336.17,4,336.17,4,0,0,0,0,4,0,0,1,0,0,3,0,0,4,0,0,0,4,0,8,0,0,0,0,1,1,1,5,0,0,0,0,4,0,3,1,0,2,0,2,0,0,0,0,0,0,,1,0,1,0,0,1,0
694,LRP02790,1,195.34,0.0,0,0.0,0,172.68,1,231.13,2,231.13,2,231.13,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,0,0,1,0,3,1,0,0,0,0,0,0,1,3,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,1,0,,0,0,0,1,0,1,0
