,CustomerID,Has_Transaction_Nov23_May24,Total_Spent_Nov23_May24,Total_Spent_1M,Transaction_Count_1M,Total_Spent_3M,Transaction_Count_3M,Total_Spent_6M,Transaction_Count_6M,Total_Spent_9M,Transaction_Count_9M,Total_Spent_12M,Transaction_Count_12M,Total_Spent_AllTime,Transaction_Count_AllTime,Brand Description_Anthelios,Brand Description_Bundle,Brand Description_Cicaplast,Brand Description_Eau Thermale,Brand Description_Effaclar,Brand Description_Hyalu B5,Brand Description_Lipikar,Brand Description_Niacinamide,Brand Description_Retinol LRP,Brand Description_Serozinc,Brand Description_Toleriane,Brand Description_Uvidea,Brand Description_Vitamin C,Class Description_Anti-Acne,Class Description_Anti-Ageing,Class Description_Body Care,Class Description_Bundle,Class Description_Face Care,Category_Body Care,Category_Face Care,Category_Face Care ,Category_Sun Care,Sub-Category_Body Moisturiser,Sub-Category_Body Wash,Sub-Category_Eye Cream,Sub-Category_Face Cleanser,Sub-Category_Face Mask,Sub-Category_Face Moisturiser,Sub-Category_Face Serum,Sub-Category_Sunscreen,Sub-Category_Tinted Sunscreen,Sub-Category_Toner & Mist,Skin Concern_Acne-Prone Skin,Skin Concern_Anti-Ageing,Skin Concern_Irritation-Prone Skin,Skin Concern_Pigmentation and Dark Spots,Skin Concern_Sun Protection,EAN_TolerianeMoisturiser40ml,EAN_HyaluB5Serum30ml,EAN_EffaclarMoisturiser40ml,EAN_VitaminC10Serum30ml,EAN_RetinolB3Serum30ml,EAN_EffaclarSerum30ml,EAN_AntheliosInvisibleSunscreen50ml,EAN_Pure10NiacinamideSerum,EAN_CicaplastB5BaumeBothSKUs40ml,Post Code,Brand Description_Anthelios_Output,Brand Description_Cicaplast_Output,Brand Description_Effaclar_Output,Brand Description_Hyalu B5_Output,Brand Description_Lipikar_Output,Brand Description_Toleriane_Output,Brand Description_Vitamin C_Output
3202,LRP13951,1,75.9,0.0,0,0.0,0,71.9,1,71.9,1,71.9,1,71.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0
3203,LRP13952,1,163.8,0.0,0,0.0,0,0.0,0,0.0,0,71.9,1,71.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0
3204,LRP13954,1,227.8,163.66,2,163.66,2,163.66,2,163.66,2,163.66,2,465.85,5,2,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,2,0,2,1,2,0,0,0,0,0,0,3,1,1,0,0,2,0,1,2,0,0,0,1,1,0,0,1,0,,1,0,1,0,0,0,0
3205,LRP13957,1,247.38,134.1,1,288.77,3,288.77,3,288.77,3,288.77,3,288.77,3,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,4,0,4,0,1,0,0,1,0,0,1,2,0,1,0,0,2,2,0,1,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,1,0
3206,LRP13959,1,96.9,76.28,1,76.28,1,76.28,1,76.28,1,76.28,1,214.84,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,3,0,1,1,0,1,0,0,2,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,1,0
3207,LRP13960,1,149.9,149.92,1,149.92,1,149.92,1,149.92,1,332.77,2,464.67,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0
3208,LRP13961,1,78.9,0.0,0,0.0,0,136.9,1,136.9,1,136.9,1,136.9,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,0
3209,LRP13963,1,149.9,0.0,0,161.85,1,161.85,1,161.85,1,161.85,1,161.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0
3211,LRP13968,1,441.7,0.0,0,0.0,0,0.0,0,0.0,0,342.7,2,342.7,2,0,0,2,0,1,1,0,1,2,0,1,0,0,1,3,1,0,3,1,7,0,0,1,0,1,0,0,2,4,0,0,0,1,4,2,1,0,0,0,0,0,1,1,0,0,1,,0,1,0,1,1,0,0
3212,LRP13969,1,75.9,52.72,1,52.72,1,52.72,1,128.39,2,128.39,2,238.67,4,3,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,5,0,3,0,3,0,0,0,2,0,1,0,3,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,0
3213,LRP13970,1,175.9,172.68,1,172.68,1,424.48,2,424.48,2,424.48,2,424.48,2,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,2,0,3,1,1,0,0,0,0,0,0,3,1,0,1,1,2,0,1,1,0,1,0,1,0,0,0,1,0,,0,0,0,0,0,1,1
3214,LRP13973,1,74.9,0.0,0,162.76,2,162.76,2,239.84,3,239.84,3,239.84,3,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,7,0,6,0,1,0,0,1,1,0,3,1,1,0,0,0,1,5,0,1,1,0,0,0,0,0,0,0,0,4500.0,1,0,0,0,0,1,0
3215,LRP13975,1,75.9,0.0,0,0.0,0,0.0,0,0.0,0,143.8,1,277.6,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,2,0,5,0,0,0,0,0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,5021.0,0,0,1,0,1,0,0
3216,LRP13976,1,151.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,54.32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,1,1,1,0,0,0,1
3217,LRP13978,1,289.6,0.0,0,0.0,0,304.17,2,304.17,2,541.97,4,541.97,4,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,3,0,4,0,1,0,0,2,0,0,0,2,0,1,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0,4211.0,1,1,0,0,0,0,1
3218,LRP13979,1,138.9,0.0,0,0.0,0,0.0,0,51.26,1,84.16,2,84.16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,,1,0,0,0,0,0,1
3219,LRP13980,1,252.27,0.0,0,0.0,0,136.9,1,136.9,1,136.9,1,136.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,1,1
3220,LRP13981,1,149.9,0.0,0,170.84,1,170.84,1,170.84,1,170.84,1,170.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2761.0,1,1,0,0,0,0,0
3221,LRP13985,1,275.9,51.92,1,51.92,1,51.92,1,145.55,2,210.45,3,210.45,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,3,0,0,1,0,0,0,,1,0,1,0,0,0,0
3222,LRP13987,1,104.9,54.32,1,54.32,1,54.32,1,54.32,1,54.32,1,54.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0
3223,LRP13988,1,147.8,0.0,0,0.0,0,71.9,1,71.9,1,71.9,1,148.8,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,3,0,2,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0
3224,LRP13991,1,75.9,161.86,1,161.86,1,161.86,1,161.86,1,161.86,1,161.86,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,,1,0,1,0,0,0,1
3225,LRP13992,1,75.9,0.0,0,71.9,1,71.9,1,71.9,1,71.9,1,71.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0
3226,LRP13993,1,94.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,87.08,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,1
3227,LRP13994,1,142.24,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,49.07,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,1,1,0
3228,LRP13996,1,75.9,86.28,1,86.28,1,86.28,1,86.28,1,86.28,1,86.28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000.0,0,0,0,0,0,0,0
3229,LRP13999,1,234.85,88.8,1,88.8,1,88.8,1,88.8,1,88.8,1,185.65,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,1,2,0,1,1,0,0,1,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,,0,0,0,0,1,1,0
3230,LRP14000,1,317.6,0.0,0,0.0,0,282.0,2,344.9,3,344.9,3,344.9,3,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,3,2,0,1,3,0,0,2,0,0,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3,2131.0,0,1,0,0,0,0,1
3231,LRP14002,1,397.75,0.0,0,0.0,0,143.9,1,143.9,1,143.9,1,143.9,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,,1,0,1,0,0,0,0
3232,LRP14005,1,69.9,135.04,1,135.04,1,135.04,1,135.04,1,135.04,1,135.04,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0
3234,LRP14007,1,87.9,0.0,0,0.0,0,147.8,1,147.8,1,279.6,2,279.6,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,3,0,1,3,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,1,1,0
3235,LRP14010,1,293.8,0.0,0,0.0,0,143.9,1,143.9,1,143.9,1,143.9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,0,0
3237,LRP14016,1,130.85,0.0,0,0.0,0,0.0,0,0.0,0,75.85,1,75.85,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,1,0,1,0,0
3238,LRP14019,1,177.8,123.85,1,123.85,1,123.85,1,123.85,1,123.85,1,123.85,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0
3239,LRP14024,1,149.9,0.0,0,107.92,1,107.92,1,242.8,2,386.7,3,386.7,3,1,0,0,0,0,1,0,1,3,0,0,0,1,0,5,0,0,2,0,5,1,1,0,0,0,0,0,0,6,1,0,0,0,5,0,1,1,0,1,0,1,3,0,1,1,0,3350.0,0,0,0,0,1,0,0
3240,LRP14025,1,89.9,0.0,0,0.0,0,0.0,0,0.0,0,77.31,1,77.31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0
3241,LRP14027,1,50.9,38.9,1,38.9,1,146.1,3,146.1,3,146.1,3,146.1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0
3243,LRP14030,1,189.74,115.04,1,115.04,1,115.04,1,115.04,1,115.04,1,115.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134.0,1,0,0,0,0,0,1
3244,LRP14031,1,136.9,0.0,0,0.0,0,81.9,1,81.9,1,81.9,1,81.9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,1,1,0,0,0,0
3245,LRP14035,1,149.9,115.12,1,115.12,1,115.12,1,115.12,1,115.12,1,115.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1
3247,LRP14043,1,132.9,158.28,1,158.28,1,158.28,1,158.28,1,158.28,1,158.28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0
3248,LRP14044,1,194.8,0.0,0,75.09,1,75.09,1,75.09,1,75.09,1,75.09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,0
3249,LRP14050,1,125.85,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,55.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,1,0,1
3250,LRP14053,1,264.8,204.64,1,204.64,1,204.64,1,204.64,1,296.54,2,449.97,3,2,0,0,0,1,0,0,0,0,0,4,0,0,1,0,2,0,4,0,5,0,2,0,0,0,0,0,3,2,2,0,0,1,0,4,0,2,0,0,1,0,0,0,0,0,0,4405.0,0,0,1,0,1,1,0
3251,LRP14054,1,182.6,106.47,1,106.47,1,106.47,1,106.47,1,106.47,1,106.47,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,3,0,1,0,0,0,1,0,2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0
3252,LRP14058,1,88.9,0.0,0,158.0,1,158.0,1,158.0,1,158.0,1,158.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1
3253,LRP14064,1,68.9,0.0,0,107.92,1,107.92,1,107.92,1,107.92,1,107.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,0
3254,LRP14065,1,210.72,0.0,0,0.0,0,0.0,0,86.28,1,86.28,1,86.28,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6770.0,1,1,1,0,0,0,0
3255,LRP14067,1,237.17,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,75.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1
3256,LRP14071,1,193.32,113.48,1,113.48,1,113.48,1,113.48,1,113.48,1,113.48,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,1,1,0,1,0,0
3257,LRP14073,1,128.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,143.9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1
3258,LRP14074,1,77.9,0.0,0,71.95,1,71.95,1,71.95,1,71.95,1,71.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3187.0,0,0,0,0,0,1,1
3259,LRP14079,1,291.7,0.0,0,0.0,0,158.22,2,158.22,2,230.12,3,230.12,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,1,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,,1,1,0,0,1,0,0
3260,LRP14082,1,132.82,0.0,0,0.0,0,143.9,1,143.9,1,143.9,1,143.9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,,1,0,0,0,1,0,1
3261,LRP14083,1,84.9,0.0,0,0.0,0,58.32,1,58.32,1,175.22,2,262.07,3,3,0,1,0,0,0,0,0,1,0,3,0,0,0,1,2,0,5,1,4,0,3,1,0,1,1,0,1,1,3,0,0,0,1,4,0,3,0,0,0,0,1,0,0,0,0,,1,1,0,0,1,1,0
3262,LRP14085,1,569.37,0.0,0,0.0,0,283.75,1,283.75,1,283.75,1,283.75,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,0,0,1,0,3,1,0,0,0,0,0,0,1,3,0,0,0,1,2,0,1,0,0,0,0,1,1,0,0,1,0,6164.0,1,1,1,1,1,1,0
3263,LRP14091,1,75.9,61.52,1,61.52,1,123.04,2,123.04,2,123.04,2,123.04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,1
3264,LRP14094,1,248.7,57.52,1,57.52,1,57.52,1,57.52,1,57.52,1,57.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
3265,LRP14099,1,99.9,0.0,0,0.0,0,0.0,0,0.0,0,85.9,1,85.9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,1
3266,LRP14100,1,138.9,0.0,0,0.0,0,127.9,1,127.9,1,127.9,1,127.9,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0
3268,LRP14106,1,274.7,0.0,0,0.0,0,149.8,2,149.8,2,149.8,2,517.3,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,2,0,3,2,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,1
3269,LRP14110,1,85.9,0.0,0,0.0,0,0.0,0,0.0,0,102.46,1,102.46,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,1,0
3270,LRP14111,1,151.8,0.0,0,0.0,0,57.52,1,57.52,1,241.32,3,241.32,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,1,0,4,0,0,0,0,0,0,1,4,0,0,0,1,0,0,4,0,0,0,1,0,0,2,0,0,,1,0,0,0,0,0,1
3271,LRP14112,1,234.57,0.0,0,0.0,0,0.0,0,0.0,0,143.9,1,143.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,1,0,1,0,0,0,0
3272,LRP14113,1,208.8,107.14,1,107.14,1,107.14,1,107.14,1,107.14,1,107.14,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4680.0,0,1,0,0,0,1,1
3273,LRP14114,1,133.8,0.0,0,0.0,0,89.9,1,89.9,1,89.9,1,145.8,2,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,2,2,0,1,2,0,0,0,0,2,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,1,0
3274,LRP14115,1,168.8,0.0,0,64.42,1,64.42,1,64.42,1,64.42,1,64.42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0
3275,LRP14116,1,155.8,0.0,0,0.0,0,109.39,1,109.39,1,109.39,1,249.29,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,3,1,0,1,1,4,0,0,1,0,0,0,0,3,1,0,0,0,0,3,2,0,0,1,0,0,0,1,0,0,0,0,,0,1,0,0,1,1,1
3276,LRP14119,1,314.99,0.0,0,58.92,1,58.92,1,58.92,1,58.92,1,58.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3030.0,0,1,1,0,0,1,1
3277,LRP14120,1,66.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,165.29,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,,0,1,0,0,0,1,0
3279,LRP14129,1,243.8,0.0,0,0.0,0,137.9,1,137.9,1,137.9,1,137.9,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,3129.0,1,1,1,0,0,1,1
3280,LRP14135,1,201.9,0.0,0,0.0,0,0.0,0,0.0,0,129.9,1,232.18,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,1,0,0
3282,LRP14144,1,75.9,0.0,0,0.0,0,0.0,0,0.0,0,164.8,1,164.8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,,1,0,0,0,1,0,0
3283,LRP14145,1,105.95,0.0,0,56.92,1,56.92,1,56.92,1,56.92,1,56.92,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,1,0
3284,LRP14150,1,149.9,0.0,0,0.0,0,343.8,1,343.8,1,343.8,1,343.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0
3285,LRP14153,1,101.9,0.0,0,0.0,0,57.91,1,57.91,1,57.91,1,57.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
3286,LRP14155,1,389.5,0.0,0,0.0,0,0.0,0,0.0,0,141.8,1,141.8,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,3,1,2,0,1,1,0,0,1,0,1,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,,1,0,1,0,0,1,0
3288,LRP14159,1,149.9,0.0,0,0.0,0,0.0,0,0.0,0,143.9,1,143.9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,,1,0,0,0,0,1,0
3289,LRP14161,1,200.8,0.0,0,0.0,0,187.65,1,187.65,1,187.65,1,187.65,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6172.0,1,1,0,0,1,0,0
3290,LRP14163,1,364.6,0.0,0,71.95,1,173.8,2,173.8,2,173.8,2,173.8,2,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,0,1,0,0,0,2,0,1,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,,1,0,1,0,0,0,0
3291,LRP14169,1,187.8,0.0,0,0.0,0,0.0,0,155.1,1,305.26,2,305.26,2,2,0,2,0,0,2,0,0,2,0,0,0,0,0,4,4,0,0,2,4,0,2,2,0,0,0,0,0,4,2,0,0,0,4,2,0,2,0,2,0,0,2,0,0,0,2,,1,0,1,0,0,0,0
3292,LRP14173,1,140.9,252.75,1,252.75,1,252.75,1,252.75,1,252.75,1,252.75,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,2,0,0,3,0,4,0,1,0,0,1,1,0,1,1,0,1,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0
